Warona Klaas | operation insert count 0 | operation find count = 15
Luke Mahlangu | operation insert count 11 | operation find count = 15
Rethabile Booysen | operation insert count 11 | operation find count = 17
Omphile Dlamini | operation insert count 10 | operation find count = 23
Omaatla Booi | operation insert count 10 | operation find count = 23
Tshegofatso Booysen | operation insert count 10 | operation find count = 23
Likuwe Mahlangu | operation insert count 8 | operation find count = 13
Omaatla Mogale | operation insert count 10 | operation find count = 21
Omaatla Dyantyi | operation insert count 12 | operation find count = 19
Omaatla Modise | operation insert count 11 | operation find count = 17
Angel Maluleke | operation insert count 10 | operation find count = 17
Lingomso Mudau | operation insert count 7 | operation find count = 15
Elijah Sithole | operation insert count 9 | operation find count = 19
Ofentse Ndlovu | operation insert count 8 | operation find count = 21
Tshegofatso Nkuna | operation insert count 11 | operation find count = 21
Iminathi Mogale | operation insert count 10 | operation find count = 21
Lethokuhle Daniels | operation insert count 11 | operation find count = 21
Lubanzi Hendricks | operation insert count 12 | operation find count = 19
Othalive Mofokeng | operation insert count 11 | operation find count = 21
Lethabo Nkuna | operation insert count 11 | operation find count = 23
Kamohelo Maseko | operation insert count 10 | operation find count = 21
Mpho Williams | operation insert count 10 | operation find count = 23
Luke Witbooi | operation insert count 10 | operation find count = 19
Relebohile Gumede | operation insert count 12 | operation find count = 17
Jayden Beukes | operation insert count 11 | operation find count = 21
Bokamoso Shabangu | operation insert count 9 | operation find count = 23
Rethabile Mogale | operation insert count 11 | operation find count = 21
Katlego Gumede | operation insert count 11 | operation find count = 19
Lethabo Beukes | operation insert count 11 | operation find count = 17
Ofentse Khoza | operation insert count 10 | operation find count = 21
Siyabonga Khumalo | operation insert count 11 | operation find count = 19
Karabo Ngobeni | operation insert count 11 | operation find count = 23
Blessing Buthelezi | operation insert count 10 | operation find count = 23
Lwandle Nkuna | operation insert count 11 | operation find count = 19
Remofilwe Modise | operation insert count 11 | operation find count = 17
Luphawu Ndou | operation insert count 9 | operation find count = 19
Caleb Modise | operation insert count 10 | operation find count = 15
Letlotlo Motloung | operation insert count 8 | operation find count = 17
Banele Witbooi | operation insert count 9 | operation find count = 19
Naledi Maseko | operation insert count 9 | operation find count = 21
Likuwe Mthembu | operation insert count 11 | operation find count = 21
Melokuhle Modise | operation insert count 11 | operation find count = 23
Sphesihle Mahlangu | operation insert count 11 | operation find count = 19
Thato Peter | operation insert count 9 | operation find count = 17
Ofentse Abrahams | operation insert count 9 | operation find count = 19
Okuhle Khoza | operation insert count 11 | operation find count = 17
Ofentse Mokoena | operation insert count 12 | operation find count = 19
Siphosethu Nhlapo | operation insert count 9 | operation find count = 17
Minenhle Van | operation insert count 10 | operation find count = 19
Bokang Smith | operation insert count 11 | operation find count = 19
Asemahle Mthembu | operation insert count 12 | operation find count = 19
Isabella Malatji | operation insert count 11 | operation find count = 19
Warona Davids | operation insert count 11 | operation find count = 23
Olothando Modise | operation insert count 11 | operation find count = 21
Kamogelo Nkosi | operation insert count 11 | operation find count = 17
Lethokuhle Ndlovu | operation insert count 9 | operation find count = 21
Bokamoso Maseko | operation insert count 10 | operation find count = 21
Amohelang Gumede | operation insert count 9 | operation find count = 21
Okuhle Visagie | operation insert count 11 | operation find count = 19
Bandile Visagie | operation insert count 10 | operation find count = 23
Okuhle Baloyi | operation insert count 11 | operation find count = 15
Luke Mthembu | operation insert count 11 | operation find count = 19
Bonolo Abrahams | operation insert count 11 | operation find count = 21
Leano Adams | operation insert count 11 | operation find count = 23
Olothando Buthelezi | operation insert count 9 | operation find count = 23
Amogelang Dyantyi | operation insert count 12 | operation find count = 17
Lwandle Nkosi | operation insert count 10 | operation find count = 15
Hlelokuhle Ndou | operation insert count 10 | operation find count = 15
Ofentse Ngcobo | operation insert count 7 | operation find count = 13
Caleb Maluleke | operation insert count 10 | operation find count = 21
Karabo Nhlapo | operation insert count 11 | operation find count = 23
Tshegofatso Mofokeng | operation insert count 10 | operation find count = 21
Katleho Davids | operation insert count 11 | operation find count = 17
Lubanzi Cloete | operation insert count 11 | operation find count = 17
Omaatla Mofokeng | operation insert count 11 | operation find count = 21
Mia Ndlovu | operation insert count 10 | operation find count = 17
Amogelang Radebe | operation insert count 10 | operation find count = 19
Emihle Khoza | operation insert count 10 | operation find count = 19
Katleho Mofokeng | operation insert count 10 | operation find count = 17
Olothando Booysen | operation insert count 6 | operation find count = 13
Leano Abrahams | operation insert count 11 | operation find count = 23
Elijah Nhlapo | operation insert count 10 | operation find count = 21
Mpho Mahlangu | operation insert count 11 | operation find count = 21
Amogelang Malatji | operation insert count 11 | operation find count = 21
Kamogelo Mokoena | operation insert count 11 | operation find count = 21
Onthatile Peter | operation insert count 11 | operation find count = 17
Lethabo Mudau | operation insert count 11 | operation find count = 19
Kamogelo Sithole | operation insert count 7 | operation find count = 17
Alunamda Shabangu | operation insert count 10 | operation find count = 19
Sphesihle Mohlala | operation insert count 10 | operation find count = 17
Reneilwe Motaung | operation insert count 10 | operation find count = 21
Faith Williams | operation insert count 11 | operation find count = 21
Tshegofatso Klaas | operation insert count 10 | operation find count = 17
Iminathi Cloete | operation insert count 11 | operation find count = 19
Jayden Moeng | operation insert count 7 | operation find count = 21
Amogelang Baloyi | operation insert count 11 | operation find count = 21
Omolemo Moloi | operation insert count 10 | operation find count = 23
Enzokuhle Ngobeni | operation insert count 10 | operation find count = 21
Melokuhle Tshabalala | operation insert count 10 | operation find count = 21
Kungawo Mathebula | operation insert count 11 | operation find count = 19
Liam Booysen | operation insert count 10 | operation find count = 21
Sphesihle Abrahams | operation insert count 10 | operation find count = 21
Kungawo Ndou | operation insert count 11 | operation find count = 21
Mpho Booi | operation insert count 10 | operation find count = 23
Bokang Jacobs | operation insert count 12 | operation find count = 19
Philasande Molefe | operation insert count 10 | operation find count = 23
Lingomso Nhlapo | operation insert count 11 | operation find count = 19
Luke Malatji | operation insert count 11 | operation find count = 21
Enzokuhle Malatji | operation insert count 12 | operation find count = 17
Kungawo Daniels | operation insert count 8 | operation find count = 19
Kungawo Mathebula | operation insert count 11 | operation find count = 21
Oratilwe Mogale | operation insert count 10 | operation find count = 23
Katleho Motaung | operation insert count 9 | operation find count = 21
Banele Booysen | operation insert count 9 | operation find count = 23
Emihle Booysen | operation insert count 10 | operation find count = 19
Kamogelo Smith | operation insert count 10 | operation find count = 21
Katleho Mathebula | operation insert count 12 | operation find count = 21
Oratile Tsotetsi | operation insert count 11 | operation find count = 21
Lesedi Nkosi | operation insert count 10 | operation find count = 19
Olerato Modise | operation insert count 11 | operation find count = 19
Bandile Nkosi | operation insert count 10 | operation find count = 21
