Okuhle Booysen | operation insert count 0 | operation find count = 5
Katlego Mogale | operation insert count 9 | operation find count = 19
Angel Nhlapo | operation insert count 12 | operation find count = 23
Philasande Modise | operation insert count 10 | operation find count = 19
Amogelang Daniels | operation insert count 11 | operation find count = 17
Kungawo Tshabalala | operation insert count 11 | operation find count = 19
Hlelokuhle Davids | operation insert count 9 | operation find count = 23
Philasande Khumalo | operation insert count 9 | operation find count = 21
Letlotlo Mkhize | operation insert count 11 | operation find count = 19
Lesedi Gumede | operation insert count 9 | operation find count = 21
Katlego Motloung | operation insert count 10 | operation find count = 25
Lubanzi Mahlangu | operation insert count 11 | operation find count = 21
Relebohile Madikizela | operation insert count 12 | operation find count = 21
Enzokuhle Nkuna | operation insert count 11 | operation find count = 15
Katleho Olyn | operation insert count 10 | operation find count = 19
Olerato Beukes | operation insert count 11 | operation find count = 21
Reatlegile Booi | operation insert count 5 | operation find count = 13
Amahle Maseko | operation insert count 9 | operation find count = 17
Bayanda Adams | operation insert count 10 | operation find count = 21
Luke Radebe | operation insert count 12 | operation find count = 19
Hlelokuhle Visagie | operation insert count 12 | operation find count = 19
Lubanzi Moloi | operation insert count 11 | operation find count = 25
Phenyo Beukes | operation insert count 11 | operation find count = 25
Ava Klaas | operation insert count 9 | operation find count = 23
Omaatla Hendricks | operation insert count 11 | operation find count = 17
Tshegofatso Chauke | operation insert count 11 | operation find count = 11
Katleho Mkhize | operation insert count 11 | operation find count = 19
Isabella Moloi | operation insert count 11 | operation find count = 21
Joshua Jack | operation insert count 10 | operation find count = 17
Reneilwe Moloi | operation insert count 11 | operation find count = 25
Angel Modise | operation insert count 11 | operation find count = 21
Bonolo Davids | operation insert count 10 | operation find count = 19
Bokamoso Smith | operation insert count 11 | operation find count = 21
Okuhle Williams | operation insert count 12 | operation find count = 17
Lethabo Mudau | operation insert count 10 | operation find count = 21
Karabo Mathebula | operation insert count 12 | operation find count = 17
Mia Moeng | operation insert count 11 | operation find count = 21
Likuwe Modise | operation insert count 11 | operation find count = 23
Othalive Peter | operation insert count 11 | operation find count = 17
Leah Nhlapo | operation insert count 12 | operation find count = 21
Omaatla Williams | operation insert count 13 | operation find count = 23
Bokamoso Klaas | operation insert count 10 | operation find count = 17
Nkosenhle Jack | operation insert count 7 | operation find count = 9
Lisakhanya Ngcobo | operation insert count 12 | operation find count = 17
Karabo Radebe | operation insert count 12 | operation find count = 19
Lisakhanya Mahlangu | operation insert count 12 | operation find count = 23
Bandile Daniels | operation insert count 9 | operation find count = 17
Tshegofatso Chauke | operation insert count 11 | operation find count = 11
Warona Visagie | operation insert count 10 | operation find count = 21
Reneilwe Van | operation insert count 12 | operation find count = 13
Warona Modise | operation insert count 10 | operation find count = 21
Likuwe Khumalo | operation insert count 10 | operation find count = 19
Bokamoso Williams | operation insert count 10 | operation find count = 17
Bokamoso Mnisi | operation insert count 10 | operation find count = 19
Reatlegile Booi | operation insert count 8 | operation find count = 19
Elijah Mathebula | operation insert count 11 | operation find count = 21
Asemahle Ndou | operation insert count 11 | operation find count = 23
Joshua Jacobs | operation insert count 10 | operation find count = 21
Khayone Baloyi | operation insert count 11 | operation find count = 21
Oratilwe Smith | operation insert count 9 | operation find count = 17
Bayanda Beukes | operation insert count 9 | operation find count = 15
Lesedi Nkosi | operation insert count 11 | operation find count = 27
Omaatla Mahlangu | operation insert count 6 | operation find count = 13
Amogelang Ngwenya | operation insert count 12 | operation find count = 21
Luphawu Modise | operation insert count 11 | operation find count = 25
Amohelang Adams | operation insert count 10 | operation find count = 19
Oratile Adams | operation insert count 10 | operation find count = 17
Tshegofatso Mofokeng | operation insert count 10 | operation find count = 19
Blessing Ngobeni | operation insert count 12 | operation find count = 21
Letlotlo Mthembu | operation insert count 11 | operation find count = 17
Onthatile Davids | operation insert count 9 | operation find count = 19
Tshegofatso Baloyi | operation insert count 10 | operation find count = 19
Naledi Witbooi | operation insert count 12 | operation find count = 19
Katleho Khumalo | operation insert count 10 | operation find count = 17
Phenyo Nkuna | operation insert count 10 | operation find count = 19
Warona Mnisi | operation insert count 10 | operation find count = 21
Alwande Peter | operation insert count 11 | operation find count = 17
Elijah Abrahams | operation insert count 11 | operation find count = 17
Bayanda Williams | operation insert count 11 | operation find count = 23
Blessing Van | operation insert count 12 | operation find count = 21
Banele Mofokeng | operation insert count 10 | operation find count = 17
Olerato Beukes | operation insert count 11 | operation find count = 21
Alunamda Khumalo | operation insert count 10 | operation find count = 25
Likuwe Louw | operation insert count 9 | operation find count = 19
Katlego Peter | operation insert count 11 | operation find count = 19
Othalive Davids | operation insert count 11 | operation find count = 23
Ava Tshabalala | operation insert count 10 | operation find count = 19
Emihle Booysen | operation insert count 10 | operation find count = 21
Bayanda Nhlapo | operation insert count 12 | operation find count = 25
Mpho Khoza | operation insert count 10 | operation find count = 23
Relebohile Motloung | operation insert count 11 | operation find count = 23
Lethabo Mokoena | operation insert count 11 | operation find count = 19
Thato Sithole | operation insert count 11 | operation find count = 19
Phenyo Adams | operation insert count 11 | operation find count = 21
Likuwe Moloi | operation insert count 11 | operation find count = 23
Lethabo Chauke | operation insert count 10 | operation find count = 19
Enzokuhle Nkuna | operation insert count 11 | operation find count = 15
Olothando Mofokeng | operation insert count 10 | operation find count = 19
Letlotlo Adams | operation insert count 11 | operation find count = 19
Omolemo Maluleke | operation insert count 10 | operation find count = 27
Remofilwe Van | operation insert count 12 | operation find count = 19
Reneilwe Hendricks | operation insert count 12 | operation find count = 21
Philasande Buthelezi | operation insert count 10 | operation find count = 23
Bokamoso Mokoena | operation insert count 11 | operation find count = 19
Joshua Baloyi | operation insert count 9 | operation find count = 21
Amogelang Mofokeng | operation insert count 11 | operation find count = 19
Caleb Madikizela | operation insert count 9 | operation find count = 19
Onthatile Mokoena | operation insert count 10 | operation find count = 23
Onthatile Baloyi | operation insert count 9 | operation find count = 19
Ayabonga Booi | operation insert count 9 | operation find count = 23
Tshegofatso Ndlovu | operation insert count 11 | operation find count = 15
Remofilwe Van | operation insert count 12 | operation find count = 19
Omphile Mnisi | operation insert count 10 | operation find count = 17
Thandolwethu Maluleke | operation insert count 10 | operation find count = 21
Bokamoso Klaas | operation insert count 10 | operation find count = 17
Esihle Chauke | operation insert count 10 | operation find count = 17
Karabo Jacobs | operation insert count 11 | operation find count = 19
Emihle Ndlovu | operation insert count 7 | operation find count = 19
Sphesihle Maseko | operation insert count 10 | operation find count = 17
Likuwe Khumalo | operation insert count 10 | operation find count = 19
